t,z,thrust,z_ref
10.364,0.54708,19.6,0.55
10.368,0.54708,19.6,0.55
10.372,0.54708,19.6,0.55
10.376,0.54709,19.6,0.55
10.38,0.54709,19.6,0.55
10.384,0.54709,19.6,0.55
10.388,0.5471,19.6,0.55
10.392,0.5471,19.6,0.55
10.396,0.5471,19.6,0.55
10.4,0.54711,19.6,0.55
10.404,0.54711,19.6,0.55
10.408,0.54711,19.6,0.55
10.412,0.54712,19.6,0.55
10.416,0.54712,19.6,0.55
10.42,0.54712,19.6,0.55
10.424,0.54713,19.6,0.55
10.428,0.54713,19.6,0.55
10.432,0.54713,19.6,0.55
10.436,0.54714,19.6,0.55
10.44,0.54714,19.6,0.55
10.444,0.54714,19.6,0.55
10.448,0.54715,19.6,0.55
10.452,0.54715,19.6,0.55
10.456,0.54715,19.6,0.55
10.46,0.54716,19.6,0.55
10.464,0.54716,19.6,0.55
10.468,0.54716,19.6,0.55
10.472,0.54716,19.6,0.55
10.476,0.54717,19.6,0.55
10.48,0.54717,19.6,0.55
10.484,0.54717,19.6,0.55
10.488,0.54718,19.6,0.55
10.492,0.54718,19.6,0.55
10.496,0.54718,19.6,0.55
10.5,0.54719,19.6,0.55
10.504,0.54719,19.6,0.55
10.508,0.54719,19.6,0.55
10.512,0.5472,19.6,0.55
10.516,0.5472,19.6,0.55
10.52,0.5472,19.6,0.55
10.524,0.54721,19.6,0.55
10.528,0.54721,19.6,0.55
10.532,0.54721,19.6,0.55
10.536,0.54721,19.6,0.55
10.54,0.54722,19.6,0.55
10.544,0.54722,19.6,0.55
10.548,0.54722,19.6,0.55
10.552,0.54723,19.6,0.55
10.556,0.54723,19.6,0.55
10.56,0.54723,19.6,0.55
10.564,0.54724,19.6,0.55
10.568,0.54724,19.6,0.55
10.572,0.54724,19.6,0.55
10.576,0.54725,19.6,0.55
10.58,0.54725,19.6,0.55
10.584,0.54725,19.6,0.55
10.588,0.54725,19.6,0.55
10.592,0.54726,19.6,0.55
10.596,0.54726,19.6,0.55
10.6,0.54726,19.6,0.55
10.604,0.54727,19.6,0.55
10.608,0.54727,19.6,0.55
10.612,0.54727,19.6,0.55
10.616,0.54728,19.6,0.55
10.62,0.54728,19.6,0.55
10.624,0.54728,19.6,0.55
10.628,0.54729,19.6,0.55
10.632,0.54729,19.6,0.55
10.636,0.54729,19.6,0.55
10.64,0.54729,19.6,0.55
10.644,0.5473,19.6,0.55
10.648,0.5473,19.6,0.55
10.652,0.5473,19.6,0.55
10.656,0.54731,19.6,0.55
10.66,0.54731,19.6,0.55
10.664,0.54731,19.6,0.55
10.668,0.54732,19.6,0.55
10.672,0.54732,19.6,0.55
10.676,0.54732,19.6,0.55
10.68,0.54732,19.6,0.55
10.684,0.54733,19.6,0.55
10.688,0.54733,19.6,0.55
10.692,0.54733,19.6,0.55
10.696,0.54734,19.6,0.55
10.7,0.54734,19.6,0.55
10.704,0.54734,19.6,0.55
10.708,0.54735,19.6,0.55
10.712,0.54735,19.6,0.55
10.716,0.54735,19.6,0.55
10.72,0.54735,19.6,0.55
10.724,0.54736,19.6,0.55
10.728,0.54736,19.6,0.55
10.732,0.54736,19.6,0.55
10.736,0.54737,19.6,0.55
10.74,0.54737,19.6,0.55
10.744,0.54737,19.6,0.55
10.748,0.54738,19.6,0.55
10.752,0.54738,19.6,0.55
10.756,0.54738,19.6,0.55
10.76,0.54738,19.6,0.55
10.764,0.54739,19.6,0.55
10.768,0.54739,19.6,0.55
10.772,0.54739,19.6,0.55
10.776,0.5474,19.6,0.55
10.78,0.5474,19.6,0.55
10.784,0.5474,19.6,0.55
10.788,0.5474,19.6,0.55
10.792,0.54741,19.6,0.55
10.796,0.54741,19.6,0.55
10.8,0.54741,19.6,0.55
10.804,0.54742,19.6,0.55
10.808,0.54742,19.6,0.55
10.812,0.54742,19.6,0.55
10.816,0.54742,19.6,0.55
10.82,0.54743,19.6,0.55
10.824,0.54743,19.6,0.55
10.828,0.54743,19.6,0.55
10.832,0.54744,19.6,0.55
10.836,0.54744,19.6,0.55
10.84,0.54744,19.6,0.55
10.844,0.54744,19.6,0.55
10.848,0.54745,19.6,0.55
10.852,0.54745,19.6,0.55
10.856,0.54745,19.6,0.55
10.86,0.54746,19.6,0.55
10.864,0.54746,19.6,0.55
10.868,0.54746,19.6,0.55
10.872,0.54746,19.6,0.55
10.876,0.54747,19.6,0.55
10.88,0.54747,19.6,0.55
10.884,0.54747,19.6,0.55
10.888,0.54748,19.6,0.55
10.892,0.54748,19.6,0.55
10.896,0.54748,19.6,0.55
10.9,0.54748,19.6,0.55
10.904,0.54749,19.6,0.55
10.908,0.54749,19.6,0.55
10.912,0.54749,19.6,0.55
10.916,0.5475,19.6,0.55
10.92,0.5475,19.6,0.55
10.924,0.5475,19.6,0.55
10.928,0.5475,19.6,0.55
10.932,0.54751,19.6,0.55
10.936,0.54751,19.6,0.55
10.94,0.54751,19.6,0.55
10.944,0.54751,19.6,0.55
10.948,0.54752,19.6,0.55
10.952,0.54752,19.6,0.55
10.956,0.54752,19.6,0.55
10.96,0.54753,19.6,0.55
10.964,0.54753,19.6,0.55
10.968,0.54753,19.6,0.55
10.972,0.54753,19.6,0.55
10.976,0.54754,19.6,0.55
10.98,0.54754,19.6,0.55
10.984,0.54754,19.6,0.55
10.988,0.54755,19.6,0.55
10.992,0.54755,19.6,0.55
10.996,0.54755,19.6,0.55
11,0.54755,19.6,0.55
11.004,0.54756,19.6,0.55
11.008,0.54756,19.6,0.55
11.012,0.54756,19.6,0.55
11.016,0.54756,19.6,0.55
11.02,0.54757,19.6,0.55
11.024,0.54757,19.6,0.55
11.028,0.54757,19.6,0.55
11.032,0.54758,19.6,0.55
11.036,0.54758,19.6,0.55
11.04,0.54758,19.6,0.55
11.044,0.54758,19.6,0.55
11.048,0.54759,19.6,0.55
11.052,0.54759,19.6,0.55
11.056,0.54759,19.6,0.55
11.06,0.54759,19.6,0.55
11.064,0.5476,19.6,0.55
11.068,0.5476,19.6,0.55
11.072,0.5476,19.6,0.55
11.076,0.5476,19.6,0.55
11.08,0.54761,19.6,0.55
11.084,0.54761,19.6,0.55
11.088,0.54761,19.6,0.55
11.092,0.54762,19.6,0.55
11.096,0.54762,19.6,0.55
11.1,0.54762,19.6,0.55
11.104,0.54762,19.6,0.55
11.108,0.54763,19.6,0.55
11.112,0.54763,19.6,0.55
11.116,0.54763,19.6,0.55
11.12,0.54763,19.6,0.55
11.124,0.54764,19.6,0.55
11.128,0.54764,19.6,0.55
11.132,0.54764,19.6,0.55
11.136,0.54764,19.6,0.55
11.14,0.54765,19.6,0.55
11.144,0.54765,19.6,0.55
11.148,0.54765,19.6,0.55
11.152,0.54766,19.6,0.55
11.156,0.54766,19.6,0.55
11.16,0.54766,19.6,0.55
11.164,0.54766,19.6,0.55
11.168,0.54767,19.6,0.55
11.172,0.54767,19.6,0.55
11.176,0.54767,19.6,0.55
11.18,0.54767,19.6,0.55
11.184,0.54768,19.6,0.55
11.188,0.54768,19.6,0.55
11.192,0.54768,19.6,0.55
11.196,0.54768,19.6,0.55
11.2,0.54769,19.6,0.55
11.204,0.54769,19.6,0.55
11.208,0.54769,19.6,0.55
11.212,0.54769,19.6,0.55
11.216,0.5477,19.6,0.55
11.22,0.5477,19.6,0.55
11.224,0.5477,19.6,0.55
11.228,0.5477,19.6,0.55
11.232,0.54771,19.6,0.55
11.236,0.54771,19.6,0.55
11.24,0.54771,19.6,0.55
11.244,0.54771,19.6,0.55
11.248,0.54772,19.6,0.55
11.252,0.54772,19.6,0.55
11.256,0.54772,19.6,0.55
11.26,0.54773,19.6,0.55
11.264,0.54773,19.6,0.55
11.268,0.54773,19.6,0.55
11.272,0.54773,19.6,0.55
11.276,0.54774,19.6,0.55
11.28,0.54774,19.6,0.55
11.284,0.54774,19.6,0.55
11.288,0.54774,19.6,0.55
11.292,0.54775,19.6,0.55
11.296,0.54775,19.6,0.55
11.3,0.54775,19.6,0.55
11.304,0.54775,19.6,0.55
11.308,0.54776,19.6,0.55
11.312,0.54776,19.6,0.55
11.316,0.54776,19.6,0.55
11.32,0.54776,19.6,0.55
11.324,0.54777,19.6,0.55
11.328,0.54777,19.6,0.55
11.332,0.54777,19.6,0.55
11.336,0.54777,19.6,0.55
11.34,0.54778,19.6,0.55
11.344,0.54778,19.6,0.55
11.348,0.54778,19.6,0.55
11.352,0.54778,19.6,0.55
11.356,0.54779,19.6,0.55
11.36,0.54779,19.6,0.55
11.364,0.54779,19.6,0.55
11.368,0.54779,19.6,0.55
11.372,0.5478,19.6,0.55
11.376,0.5478,19.6,0.55
11.38,0.5478,19.6,0.55
11.384,0.5478,19.6,0.55
11.388,0.5478,19.6,0.55
11.392,0.54781,19.6,0.55
11.396,0.54781,19.6,0.55
11.4,0.54781,19.6,0.55
11.404,0.54781,19.6,0.55
11.408,0.54782,19.6,0.55
11.412,0.54782,19.6,0.55
11.416,0.54782,19.6,0.55
11.42,0.54782,19.6,0.55
11.424,0.54783,19.6,0.55
11.428,0.54783,19.6,0.55
11.432,0.54783,19.6,0.55
11.436,0.54783,19.6,0.55
11.44,0.54784,19.6,0.55
11.444,0.54784,19.6,0.55
11.448,0.54784,19.6,0.55
11.452,0.54784,19.6,0.55
11.456,0.54785,19.6,0.55
11.46,0.54785,19.6,0.55
11.464,0.54785,19.6,0.55
11.468,0.54785,19.6,0.55
11.472,0.54786,19.6,0.55
11.476,0.54786,19.6,0.55
11.48,0.54786,19.6,0.55
11.484,0.54786,19.6,0.55
11.488,0.54787,19.6,0.55
11.492,0.54787,19.6,0.55
11.496,0.54787,19.6,0.55
11.5,0.54787,19.6,0.55
11.504,0.54787,19.6,0.55
11.508,0.54788,19.6,0.55
11.512,0.54788,19.6,0.55
11.516,0.54788,19.6,0.55
11.52,0.54788,19.6,0.55
11.524,0.54789,19.6,0.55
11.528,0.54789,19.6,0.55
11.532,0.54789,19.6,0.55
11.536,0.54789,19.6,0.55
11.54,0.5479,19.6,0.55
11.544,0.5479,19.6,0.55
11.548,0.5479,19.6,0.55
11.552,0.5479,19.6,0.55
11.556,0.54791,19.6,0.55
11.56,0.54791,19.6,0.55
11.564,0.54791,19.6,0.55
11.568,0.54791,19.6,0.55
11.572,0.54792,19.6,0.55
11.576,0.54792,19.6,0.55
11.58,0.54792,19.6,0.55
11.584,0.54792,19.6,0.55
11.588,0.54792,19.6,0.55
11.592,0.54793,19.6,0.55
11.596,0.54793,19.6,0.55
11.6,0.54793,19.6,0.55
11.604,0.54793,19.6,0.55
11.608,0.54794,19.6,0.55
11.612,0.54794,19.6,0.55
11.616,0.54794,19.6,0.55
11.62,0.54794,19.6,0.55
11.624,0.54795,19.6,0.55
11.628,0.54795,19.6,0.55
11.632,0.54795,19.6,0.55
11.636,0.54795,19.6,0.55
11.64,0.54795,19.6,0.55
11.644,0.54796,19.6,0.55
11.648,0.54796,19.6,0.55
11.652,0.54796,19.6,0.55
11.656,0.54796,19.6,0.55
11.66,0.54797,19.6,0.55
11.664,0.54797,19.6,0.55
11.668,0.54797,19.6,0.55
11.672,0.54797,19.6,0.55
11.676,0.54797,19.6,0.55
11.68,0.54798,19.6,0.55
11.684,0.54798,19.6,0.55
11.688,0.54798,19.6,0.55
11.692,0.54798,19.6,0.55
11.696,0.54799,19.6,0.55
11.7,0.54799,19.6,0.55
11.704,0.54799,19.6,0.55
11.708,0.54799,19.6,0.55
11.712,0.548,19.6,0.55
11.716,0.548,19.6,0.55
11.72,0.548,19.6,0.55
11.724,0.548,19.6,0.55
11.728,0.548,19.6,0.55
11.732,0.54801,19.6,0.55
11.736,0.54801,19.6,0.55
11.74,0.54801,19.6,0.55
11.744,0.54801,19.6,0.55
11.748,0.54802,19.6,0.55
11.752,0.54802,19.6,0.55
11.756,0.54802,19.6,0.55
11.76,0.54802,19.6,0.55
11.764,0.54802,19.6,0.55
11.768,0.54803,19.6,0.55
11.772,0.54803,19.6,0.55
11.776,0.54803,19.6,0.55
11.78,0.54803,19.6,0.55
11.784,0.54803,19.6,0.55
11.788,0.54804,19.6,0.55
11.792,0.54804,19.6,0.55
11.796,0.54804,19.6,0.55
11.8,0.54804,19.6,0.55
11.804,0.54805,19.6,0.55
11.808,0.54805,19.6,0.55
11.812,0.54805,19.6,0.55
11.816,0.54805,19.6,0.55
11.82,0.54805,19.6,0.55
11.824,0.54806,19.6,0.55
11.828,0.54806,19.6,0.55
11.832,0.54806,19.6,0.55
11.836,0.54806,19.6,0.55
11.84,0.54807,19.6,0.55
11.844,0.54807,19.6,0.55
11.848,0.54807,19.6,0.55
11.852,0.54807,19.6,0.55
11.856,0.54807,19.6,0.55
11.86,0.54808,19.6,0.55
11.864,0.54808,19.6,0.55
11.868,0.54808,19.6,0.55
11.872,0.54808,19.6,0.55
11.876,0.54808,19.6,0.55
11.88,0.54809,19.6,0.55
11.884,0.54809,19.6,0.55
11.888,0.54809,19.6,0.55
11.892,0.54809,19.6,0.55
11.896,0.5481,19.6,0.55
11.9,0.5481,19.6,0.55
11.904,0.5481,19.6,0.55
11.908,0.5481,19.6,0.55
11.912,0.5481,19.6,0.55
11.916,0.54811,19.6,0.55
11.92,0.54811,19.6,0.55
11.924,0.54811,19.6,0.55
11.928,0.54811,19.6,0.55
11.932,0.54811,19.6,0.55
11.936,0.54812,19.6,0.55
11.94,0.54812,19.6,0.55
11.944,0.54812,19.6,0.55
11.948,0.54812,19.6,0.55
11.952,0.54813,19.6,0.55
11.956,0.54813,19.6,0.55
11.96,0.54813,19.6,0.55
11.964,0.54813,19.6,0.55
11.968,0.54813,19.6,0.55
11.972,0.54814,19.6,0.55
11.976,0.54814,19.6,0.55
11.98,0.54814,19.6,0.55
11.984,0.54814,19.6,0.55
11.988,0.54814,19.6,0.55
11.992,0.54815,19.6,0.55
11.996,0.54815,19.6,0.55
12,0.54815,19.6,0.55
12.004,0.54815,19.6,0.55
12.008,0.54815,19.6,0.55
12.012,0.54816,19.6,0.55
12.016,0.54816,19.6,0.55
12.02,0.54816,19.6,0.55
12.024,0.54816,19.6,0.55
12.028,0.54816,19.6,0.55
12.032,0.54817,19.6,0.55
12.036,0.54817,19.6,0.55
12.04,0.54817,19.6,0.55
12.044,0.54817,19.6,0.55
12.048,0.54817,19.6,0.55
12.052,0.54818,19.6,0.55
12.056,0.54818,19.6,0.55
12.06,0.54818,19.6,0.55
12.064,0.54818,19.6,0.55
12.068,0.54818,19.6,0.55
12.072,0.54819,19.6,0.55
12.076,0.54819,19.6,0.55
12.08,0.54819,19.6,0.55
12.084,0.54819,19.6,0.55
12.088,0.5482,19.6,0.55
12.092,0.5482,19.6,0.55
12.096,0.5482,19.6,0.55
12.1,0.5482,19.6,0.55
12.104,0.5482,19.6,0.55
12.108,0.54821,19.6,0.55
12.112,0.54821,19.6,0.55
12.116,0.54821,19.6,0.55
12.12,0.54821,19.6,0.55
12.124,0.54821,19.6,0.55
12.128,0.54822,19.6,0.55
12.132,0.54822,19.6,0.55
12.136,0.54822,19.6,0.55
12.14,0.54822,19.6,0.55
12.144,0.54822,19.6,0.55
12.148,0.54823,19.6,0.55
12.152,0.54823,19.6,0.55
12.156,0.54823,19.6,0.55
12.16,0.54823,19.6,0.55
12.164,0.54823,19.6,0.55
12.168,0.54823,19.6,0.55
12.172,0.54824,19.6,0.55
12.176,0.54824,19.6,0.55
12.18,0.54824,19.6,0.55
12.184,0.54824,19.6,0.55
12.188,0.54824,19.6,0.55
12.192,0.54825,19.6,0.55
12.196,0.54825,19.6,0.55
12.2,0.54825,19.6,0.55
12.204,0.54825,19.6,0.55
12.208,0.54825,19.6,0.55
12.212,0.54826,19.6,0.55
12.216,0.54826,19.6,0.55
12.22,0.54826,19.6,0.55
12.224,0.54826,19.6,0.55
12.228,0.54826,19.6,0.55
12.232,0.54827,19.6,0.55
12.236,0.54827,19.6,0.55
12.24,0.54827,19.6,0.55
12.244,0.54827,19.6,0.55
12.248,0.54827,19.6,0.55
12.252,0.54828,19.6,0.55
12.256,0.54828,19.6,0.55
12.26,0.54828,19.6,0.55
12.264,0.54828,19.6,0.55
12.268,0.54828,19.6,0.55
12.272,0.54829,19.6,0.55
12.276,0.54829,19.6,0.55
12.28,0.54829,19.6,0.55
12.284,0.54829,19.6,0.55
12.288,0.54829,19.6,0.55
12.292,0.5483,19.6,0.55
12.296,0.5483,19.6,0.55
12.3,0.5483,19.6,0.55
12.304,0.5483,19.6,0.55
12.308,0.5483,19.6,0.55
12.312,0.5483,19.6,0.55
12.316,0.54831,19.6,0.55
12.32,0.54831,19.6,0.55
12.324,0.54831,19.6,0.55
12.328,0.54831,19.6,0.55
12.332,0.54831,19.6,0.55
12.336,0.54832,19.6,0.55
12.34,0.54832,19.6,0.55
12.344,0.54832,19.6,0.55
12.348,0.54832,19.6,0.55
12.352,0.54832,19.6,0.55
12.356,0.54833,19.6,0.55
12.36,0.54833,19.6,0.55
12.364,0.54833,19.6,0.55
12.368,0.54833,19.6,0.55
12.372,0.54833,19.6,0.55
12.376,0.54833,19.6,0.55
12.38,0.54834,19.6,0.55
12.384,0.54834,19.6,0.55
12.388,0.54834,19.6,0.55
12.392,0.54834,19.6,0.55
12.396,0.54834,19.6,0.55
12.4,0.54835,19.6,0.55
12.404,0.54835,19.6,0.55
12.408,0.54835,19.6,0.55
12.412,0.54835,19.6,0.55
12.416,0.54835,19.6,0.55
12.42,0.54835,19.6,0.55
12.424,0.54836,19.6,0.55
12.428,0.54836,19.6,0.55
12.432,0.54836,19.6,0.55
12.436,0.54836,19.6,0.55
12.44,0.54836,19.6,0.55
12.444,0.54837,19.6,0.55
12.448,0.54837,19.6,0.55
12.452,0.54837,19.6,0.55
12.456,0.54837,19.6,0.55
12.46,0.54837,19.6,0.55
12.464,0.54838,19.6,0.55
12.468,0.54838,19.6,0.55
12.472,0.54838,19.6,0.55
12.476,0.54838,19.6,0.55
12.48,0.54838,19.6,0.55
12.484,0.54838,19.6,0.55
12.488,0.54839,19.6,0.55
12.492,0.54839,19.6,0.55
12.496,0.54839,19.6,0.55
12.5,0.54839,19.6,0.55
12.504,0.54839,19.6,0.55
12.508,0.54839,19.6,0.55
12.512,0.5484,19.6,0.55
12.516,0.5484,19.6,0.55
12.52,0.5484,19.6,0.55
12.524,0.5484,19.6,0.55
12.528,0.5484,19.6,0.55
12.532,0.54841,19.6,0.55
12.536,0.54841,19.6,0.55
12.54,0.54841,19.6,0.55
12.544,0.54841,19.6,0.55
12.548,0.54841,19.6,0.55
12.552,0.54841,19.6,0.55
12.556,0.54842,19.6,0.55
12.56,0.54842,19.6,0.55
12.564,0.54842,19.6,0.55
12.568,0.54842,19.6,0.55
12.572,0.54842,19.6,0.55
12.576,0.54843,19.6,0.55
12.58,0.54843,19.6,0.55
12.584,0.54843,19.6,0.55
12.588,0.54843,19.6,0.55
12.592,0.54843,19.6,0.55
12.596,0.54843,19.6,0.55
12.6,0.54844,19.6,0.55
12.604,0.54844,19.6,0.55
12.608,0.54844,19.6,0.55
12.612,0.54844,19.6,0.55
12.616,0.54844,19.6,0.55
12.62,0.54844,19.6,0.55
12.624,0.54845,19.6,0.55
12.628,0.54845,19.6,0.55
12.632,0.54845,19.6,0.55
12.636,0.54845,19.6,0.55
12.64,0.54845,19.6,0.55
12.644,0.54845,19.6,0.55
12.648,0.54846,19.6,0.55
12.652,0.54846,19.6,0.55
12.656,0.54846,19.6,0.55
12.66,0.54846,19.6,0.55
12.664,0.54846,19.6,0.55
12.668,0.54847,19.6,0.55
12.672,0.54847,19.6,0.55
12.676,0.54847,19.6,0.55
12.68,0.54847,19.6,0.55
12.684,0.54847,19.6,0.55
12.688,0.54847,19.6,0.55
12.692,0.54848,19.6,0.55
12.696,0.54848,19.6,0.55
12.7,0.54848,19.6,0.55
12.704,0.54848,19.6,0.55
12.708,0.54848,19.6,0.55
12.712,0.54848,19.6,0.55
12.716,0.54849,19.6,0.55
12.72,0.54849,19.6,0.55
12.724,0.54849,19.6,0.55
12.728,0.54849,19.6,0.55
12.732,0.54849,19.6,0.55
12.736,0.54849,19.6,0.55
12.74,0.5485,19.6,0.55
12.744,0.5485,19.6,0.55
12.748,0.5485,19.6,0.55
12.752,0.5485,19.6,0.55
12.756,0.5485,19.6,0.55
12.76,0.5485,19.6,0.55
12.764,0.54851,19.6,0.55
12.768,0.54851,19.6,0.55
12.772,0.54851,19.6,0.55
12.776,0.54851,19.6,0.55
12.78,0.54851,19.6,0.55
12.784,0.54851,19.6,0.55
12.788,0.54852,19.6,0.55
12.792,0.54852,19.6,0.55
12.796,0.54852,19.6,0.55
12.8,0.54852,19.6,0.55
12.804,0.54852,19.6,0.55
12.808,0.54852,19.6,0.55
12.812,0.54853,19.6,0.55
12.816,0.54853,19.6,0.55
12.82,0.54853,19.6,0.55
12.824,0.54853,19.6,0.55
12.828,0.54853,19.6,0.55
12.832,0.54853,19.6,0.55
12.836,0.54854,19.6,0.55
12.84,0.54854,19.6,0.55
12.844,0.54854,19.6,0.55
12.848,0.54854,19.6,0.55
12.852,0.54854,19.6,0.55
12.856,0.54854,19.6,0.55
12.86,0.54855,19.6,0.55
12.864,0.54855,19.6,0.55
12.868,0.54855,19.6,0.55
12.872,0.54855,19.6,0.55
12.876,0.54855,19.6,0.55
12.88,0.54855,19.6,0.55
12.884,0.54856,19.6,0.55
12.888,0.54856,19.6,0.55
12.892,0.54856,19.6,0.55
12.896,0.54856,19.6,0.55
12.9,0.54856,19.6,0.55
12.904,0.54856,19.6,0.55
12.908,0.54856,19.6,0.55
12.912,0.54857,19.6,0.55
12.916,0.54857,19.6,0.55
12.92,0.54857,19.6,0.55
12.924,0.54857,19.6,0.55
12.928,0.54857,19.6,0.55
12.932,0.54857,19.6,0.55
12.936,0.54858,19.6,0.55
12.94,0.54858,19.6,0.55
12.944,0.54858,19.6,0.55
12.948,0.54858,19.6,0.55
12.952,0.54858,19.6,0.55
12.956,0.54858,19.6,0.55
12.96,0.54859,19.6,0.55
12.964,0.54859,19.6,0.55
12.968,0.54859,19.6,0.55
12.972,0.54859,19.6,0.55
12.976,0.54859,19.6,0.55
12.98,0.54859,19.6,0.55
12.984,0.54859,19.6,0.55
12.988,0.5486,19.6,0.55
12.992,0.5486,19.6,0.55
12.996,0.5486,19.6,0.55
13,0.5486,19.6,0.55
13.004,0.5486,19.6,0.55
13.008,0.5486,19.6,0.55
13.012,0.54861,19.6,0.55
13.016,0.54861,19.6,0.55
13.02,0.54861,19.6,0.55
13.024,0.54861,19.6,0.55
13.028,0.54861,19.6,0.55
13.032,0.54861,19.6,0.55
13.036,0.54862,19.6,0.55
13.04,0.54862,19.6,0.55
13.044,0.54862,19.6,0.55
13.048,0.54862,19.6,0.55
13.052,0.54862,19.6,0.55
13.056,0.54862,19.6,0.55
13.06,0.54862,19.6,0.55
13.064,0.54863,19.6,0.55
13.068,0.54863,19.6,0.55
13.072,0.54863,19.6,0.55
13.076,0.54863,19.6,0.55
13.08,0.54863,19.6,0.55
13.084,0.54863,19.6,0.55
13.088,0.54864,19.6,0.55
13.092,0.54864,19.6,0.55
13.096,0.54864,19.6,0.55
13.1,0.54864,19.6,0.55
13.104,0.54864,19.6,0.55
13.108,0.54864,19.6,0.55
13.112,0.54864,19.6,0.55
13.116,0.54865,19.6,0.55
13.12,0.54865,19.6,0.55
13.124,0.54865,19.6,0.55
13.128,0.54865,19.6,0.55
13.132,0.54865,19.6,0.55
13.136,0.54865,19.6,0.55
13.14,0.54865,19.6,0.55
13.144,0.54866,19.6,0.55
13.148,0.54866,19.6,0.55
13.152,0.54866,19.6,0.55
13.156,0.54866,19.6,0.55
13.16,0.54866,19.6,0.55
13.164,0.54866,19.6,0.55
13.168,0.54867,19.6,0.55
13.172,0.54867,19.6,0.55
13.176,0.54867,19.6,0.55
13.18,0.54867,19.6,0.55
13.184,0.54867,19.6,0.55
13.188,0.54867,19.6,0.55
13.192,0.54867,19.6,0.55
13.196,0.54868,19.6,0.55
13.2,0.54868,19.6,0.55
13.204,0.54868,19.6,0.55
13.208,0.54868,19.6,0.55
13.212,0.54868,19.6,0.55
13.216,0.54868,19.6,0.55
13.22,0.54868,19.6,0.55
13.224,0.54869,19.6,0.55
13.228,0.54869,19.6,0.55
13.232,0.54869,19.6,0.55
13.236,0.54869,19.6,0.55
13.24,0.54869,19.6,0.55
13.244,0.54869,19.6,0.55
13.248,0.54869,19.6,0.55
13.252,0.5487,19.6,0.55
13.256,0.5487,19.6,0.55
13.26,0.5487,19.6,0.55
13.264,0.5487,19.6,0.55
13.268,0.5487,19.6,0.55
13.272,0.5487,19.6,0.55
13.276,0.5487,19.6,0.55
13.28,0.54871,19.6,0.55
13.284,0.54871,19.6,0.55
13.288,0.54871,19.6,0.55
13.292,0.54871,19.6,0.55
13.296,0.54871,19.6,0.55
13.3,0.54871,19.6,0.55
13.304,0.54872,19.6,0.55
13.308,0.54872,19.6,0.55
13.312,0.54872,19.6,0.55
13.316,0.54872,19.6,0.55
13.32,0.54872,19.6,0.55
13.324,0.54872,19.6,0.55
13.328,0.54872,19.6,0.55
13.332,0.54873,19.6,0.55
13.336,0.54873,19.6,0.55
13.34,0.54873,19.6,0.55
13.344,0.54873,19.6,0.55
13.348,0.54873,19.6,0.55
13.352,0.54873,19.6,0.55
13.356,0.54873,19.6,0.55
13.36,0.54874,19.6,0.55
13.364,0.54874,19.6,0.55
13.368,0.54874,19.6,0.55
13.372,0.54874,19.6,0.55
13.376,0.54874,19.6,0.55
13.38,0.54874,19.6,0.55
13.384,0.54874,19.6,0.55
13.388,0.54874,19.6,0.55
13.392,0.54875,19.6,0.55
13.396,0.54875,19.6,0.55
13.4,0.54875,19.6,0.55
13.404,0.54875,19.6,0.55
13.408,0.54875,19.6,0.55
13.412,0.54875,19.6,0.55
13.416,0.54875,19.6,0.55
13.42,0.54876,19.6,0.55
13.424,0.54876,19.6,0.55
13.428,0.54876,19.6,0.55
13.432,0.54876,19.6,0.55
13.436,0.54876,19.6,0.55
13.44,0.54876,19.6,0.55
13.444,0.54876,19.6,0.55
13.448,0.54877,19.6,0.55
13.452,0.54877,19.6,0.55
13.456,0.54877,19.6,0.55
13.46,0.54877,19.6,0.55
13.464,0.54877,19.6,0.55
13.468,0.54877,19.6,0.55
13.472,0.54877,19.6,0.55
13.476,0.54878,19.6,0.55
13.48,0.54878,19.6,0.55
13.484,0.54878,19.6,0.55
13.488,0.54878,19.6,0.55
13.492,0.54878,19.6,0.55
13.496,0.54878,19.6,0.55
13.5,0.54878,19.6,0.55
13.504,0.54878,19.6,0.55
13.508,0.54879,19.6,0.55
13.512,0.54879,19.6,0.55
13.516,0.54879,19.6,0.55
13.52,0.54879,19.6,0.55
13.524,0.54879,19.6,0.55
13.528,0.54879,19.6,0.55
13.532,0.54879,19.6,0.55
13.536,0.5488,19.6,0.55
13.54,0.5488,19.6,0.55
13.544,0.5488,19.6,0.55
13.548,0.5488,19.6,0.55
13.552,0.5488,19.6,0.55
13.556,0.5488,19.6,0.55
13.56,0.5488,19.6,0.55
13.564,0.54881,19.6,0.55
13.568,0.54881,19.6,0.55
13.572,0.54881,19.6,0.55
13.576,0.54881,19.6,0.55
13.58,0.54881,19.6,0.55
13.584,0.54881,19.6,0.55
13.588,0.54881,19.6,0.55
13.592,0.54881,19.6,0.55
13.596,0.54882,19.6,0.55
13.6,0.54882,19.6,0.55
13.604,0.54882,19.6,0.55
13.608,0.54882,19.6,0.55
13.612,0.54882,19.6,0.55
13.616,0.54882,19.6,0.55
13.62,0.54882,19.6,0.55
13.624,0.54883,19.6,0.55
13.628,0.54883,19.6,0.55
13.632,0.54883,19.6,0.55
13.636,0.54883,19.6,0.55
13.64,0.54883,19.6,0.55
13.644,0.54883,19.6,0.55
13.648,0.54883,19.6,0.55
13.652,0.54883,19.6,0.55
